outcome,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10
0,A,0.6065,D,B,A,2.26365,C,F,32.56698,I
0,B,0.0489,A,B,A,3.65342,B,B,88.71619,M
1,B,0.4330,B,B,E,8.92736,C,B,57.32136,D
0,B,0.2927,A,C,A,3.62158,F,B,15.15034,E
1,B,0.9201,D,B,A,8.95429,C,F,59.01185,H
1,A,0.6355,B,A,A,3.59969,B,A,22.78861,K
0,A,0.9263,B,A,B,1.18195,C,B,45.01601,L
0,A,0.4717,B,B,A,4.47985,A,I,52.61530,J
1,B,0.9515,A,C,A,7.41174,E,G,24.19556,L
0,A,0.7931,A,B,E,6.22220,F,B,98.70044,S
0,B,0.1558,B,A,A,2.70246,F,H,26.08427,K
1,B,0.0336,B,B,C,4.24700,E,D,28.56831,T
1,B,0.2666,A,B,A,2.41585,B,I,3.360693,F
1,B,0.7676,A,B,C,2.35845,B,D,3.931569,N
0,B,0.8203,B,A,E,9.59920,C,D,27.69137,K
1,B,0.7486,A,B,A,5.63231,F,D,56.33831,S
1,A,0.4485,B,B,B,0.99417,B,A,82.97421,E
1,A,0.8546,B,B,A,9.32109,F,B,18.13739,D
1,A,0.1553,A,B,E,4.77326,B,B,49.60722,H
1,B,0.5461,C,B,B,7.79839,F,C,93.71283,B
1,A,0.4135,B,B,A,9.48199,B,G,6.499014,J
1,B,0.3390,D,C,A,3.71733,D,B,23.14460,I
1,A,0.1892,A,A,A,8.01238,D,G,96.48430,F
0,B,0.2198,C,A,A,8.17978,E,C,23.49884,P
0,B,0.0948,A,B,C,5.93348,C,C,49.61709,K
0,A,0.6564,A,A,E,6.77504,F,B,83.68714,G
0,B,0.0767,A,C,B,2.43476,D,I,19.26485,M
1,B,0.7283,A,A,E,7.10905,D,C,20.58803,M
1,B,0.4060,B,C,C,2.87886,E,I,54.42147,S
0,B,0.0697,C,B,C,5.96299,E,C,93.44423,F
0,B,0.6651,B,A,A,4.19136,E,I,88.58264,R
1,B,0.7213,A,B,B,4.75127,D,E,86.42574,I
0,B,0.8234,A,A,C,5.01590,A,C,90.94663,H
1,A,0.4678,A,B,B,8.89293,E,I,85.23385,E
1,B,0.2781,D,C,C,2.24804,D,F,73.53787,G
1,A,0.6199,D,B,A,9.22810,D,B,50.96404,A
0,B,0.6404,B,B,A,9.90467,A,I,25.49731,J
0,A,0.1034,B,B,B,5.84505,B,B,87.38328,G
0,A,0.1415,A,B,D,6.92323,D,G,50.75760,G
1,A,0.1213,A,B,C,7.70322,A,B,46.95215,D
0,A,0.1465,D,C,E,4.06100,F,E,36.61801,D
1,B,0.6928,C,B,A,7.77141,D,A,39.30643,P
1,B,0.1987,A,A,A,8.90666,D,G,70.63485,F
1,A,0.1384,C,A,E,3.67027,E,A,93.55890,A
0,A,0.5902,C,B,A,0.52089,F,F,54.36374,H
1,B,0.0946,A,B,A,0.86980,B,D,85.07977,M
1,B,0.5562,C,A,A,8.87822,D,C,40.79325,T
1,B,0.8146,B,B,C,5.11393,F,D,77.22892,A
1,B,0.2111,D,A,A,3.21617,B,F,92.75247,D
0,B,0.9637,A,B,A,3.30516,B,F,26.43511,N
0,B,0.6014,A,B,C,8.81823,B,B,48.91752,J
1,B,0.6486,C,B,C,5.62529,F,D,39.44856,M
1,B,0.3057,A,B,A,9.72383,C,D,96.35650,P
1,B,0.5043,C,B,C,1.06203,E,D,18.82825,S
0,A,0.2078,A,A,A,1.58166,C,B,9.147090,L
1,A,0.3340,A,A,A,4.92714,D,E,8.205649,B
1,A,0.2771,D,B,A,6.61646,E,B,16.50635,B
0,B,0.9390,C,B,C,9.08487,F,I,86.45465,M
1,B,0.5551,D,B,A,8.27440,D,E,7.880389,J
1,B,0.1776,D,B,B,1.63809,C,G,80.58520,R
0,B,0.7437,A,B,C,2.78356,A,E,11.68277,F
0,B,0.3989,C,B,A,6.76822,F,C,7.490698,H
1,A,0.2059,C,B,A,8.92732,B,C,73.90885,Q
0,B,0.1446,B,A,A,6.40764,E,D,65.58965,B
1,A,0.1342,A,B,C,0.23980,A,B,45.65478,L
1,A,0.4936,A,A,A,2.43586,C,F,55.54293,T
1,A,0.3390,A,A,A,9.11291,F,D,79.47642,T
1,B,0.5717,D,B,A,7.80941,D,F,59.90658,Q
1,B,0.1936,D,B,A,6.10970,E,E,3.077912,H
1,B,0.3012,C,A,E,4.72840,D,C,86.00550,P
0,A,0.4581,C,B,E,7.88794,C,E,58.49697,N
0,A,0.1702,C,B,A,9.71372,E,G,48.34856,G
0,B,0.2028,D,B,A,5.66774,C,B,62.86073,C
1,A,0.6652,B,B,A,1.39482,E,C,45.83599,G
1,A,0.1374,B,B,A,1.53377,F,B,5.502656,M
0,B,0.5449,B,B,A,8.08484,D,H,88.18688,E
1,B,0.1502,C,B,A,1.53595,F,E,21.10749,R
0,A,0.4300,A,A,A,4.57588,D,D,68.15162,K
1,A,0.1063,B,B,E,1.08964,F,F,44.48048,F
1,B,0.8835,C,B,A,4.46127,E,E,52.38203,I
0,B,0.2880,B,B,A,6.46648,D,D,11.00826,T
1,B,0.2008,A,A,E,7.57886,D,G,72.90103,A
1,B,0.0536,A,A,A,4.67289,D,B,73.92579,L
1,A,0.4233,B,B,A,5.05166,B,A,71.70504,H
0,A,0.3245,A,A,A,5.27935,D,G,83.30296,L
0,B,0.8723,B,A,A,8.02351,B,F,51.20619,E
0,A,0.3514,B,A,C,3.06093,B,C,33.91507,R
0,B,0.1843,A,A,A,3.56600,E,D,55.87911,D
1,B,0.6980,C,B,A,6.54045,E,E,6.008875,T
1,B,0.3737,D,B,A,9.15069,D,C,57.64468,I
1,A,0.9004,C,B,A,6.36361,F,D,22.05447,N
1,A,0.3964,C,B,A,7.30540,B,B,60.77975,G
1,A,0.7656,B,C,A,8.30641,C,E,94.07232,B
0,B,0.7027,C,A,A,5.57699,E,D,17.50146,O
1,B,0.9362,D,C,C,4.33464,D,I,24.68501,B
0,B,0.3772,A,B,A,8.67882,B,B,9.640981,K
0,B,0.8104,A,B,A,0.69076,C,A,94.63565,O
0,B,0.8510,A,C,A,0.83935,D,I,7.018159,O
1,A,0.6890,A,B,A,2.26155,E,B,62.62625,M
0,A,0.8065,C,B,C,7.82358,B,E,77.99746,B
1,B,0.6169,A,B,A,8.10808,D,G,31.53559,S
0,A,0.2549,A,A,A,2.14549,E,D,3.509833,A
0,A,0.6712,B,B,C,6.03304,E,C,98.76763,B
0,A,0.6247,C,B,A,7.64615,A,J,51.54882,D
0,B,0.3078,B,A,E,2.68459,D,E,69.31106,D
0,B,0.9389,A,B,E,2.95910,B,E,73.25403,G
1,A,0.0809,C,B,E,1.18926,C,D,81.45436,Q
1,B,0.2964,B,C,A,9.11692,E,E,45.88962,D
1,B,0.2463,B,A,B,2.05440,E,I,56.77908,A
1,B,0.3087,A,B,C,4.54152,E,J,94.96388,E
1,A,0.4181,C,B,C,7.30667,B,C,53.78347,O
1,B,0.3229,C,B,B,1.07545,C,B,21.55742,L
1,B,0.0293,B,B,A,0.84102,C,I,99.65610,B
1,B,0.5549,C,C,A,7.46263,D,F,41.84853,D
1,B,0.0226,A,B,A,8.49811,C,E,86.38041,R
0,A,0.4305,A,B,A,3.65595,B,I,38.69282,T
1,A,0.5379,A,B,C,1.57595,A,E,59.67233,S
0,B,0.2206,A,B,B,0.10740,C,J,22.32587,K
0,A,0.4585,B,B,C,0.27348,A,B,25.18528,E
0,B,0.6145,A,A,A,1.73727,C,I,67.34319,F
0,A,0.4802,A,B,E,0.78834,D,B,94.98816,A
0,B,0.5265,A,B,B,0.89451,A,F,41.96122,M
1,B,0.1016,D,A,E,8.35043,C,G,73.62459,M
1,B,0.7684,C,B,D,0.68131,A,B,4.692827,J
0,B,0.6047,D,B,A,9.16197,B,F,57.33038,G
1,B,0.4631,B,C,D,8.72219,D,I,15.59913,N
0,A,0.7164,D,C,A,1.11854,D,D,44.69467,Q
0,A,0.2731,A,A,E,9.83782,E,E,56.36822,M
0,A,0.8661,A,B,A,4.70244,E,I,23.62441,D
1,B,0.8982,B,A,A,6.30734,C,I,50.93963,S
1,B,0.8570,A,B,A,0.94146,F,G,57.24224,L
0,B,0.2768,B,B,C,9.12768,B,I,12.77413,A
1,A,0.7562,A,B,C,5.00240,C,J,43.57888,B
1,B,0.9045,C,A,E,2.42421,B,B,29.32342,G
0,B,0.7149,A,A,A,1.12537,B,F,34.41404,S
1,B,0.2791,D,C,A,7.89863,E,H,86.79147,P
0,B,0.8860,C,B,A,8.89870,D,B,72.29331,S
1,B,0.5737,C,B,D,2.11259,C,G,57.45966,F
1,B,0.5014,B,C,A,8.64073,C,D,81.46051,F
1,B,0.6550,C,B,C,7.27157,D,C,31.38871,F
0,B,0.9465,A,A,E,5.41866,B,E,2.400051,C
1,B,0.2815,A,B,A,5.39259,B,B,40.00731,A
1,B,0.7244,A,B,E,3.25011,B,E,5.871129,T
1,A,0.7721,D,C,A,8.29776,E,F,51.39071,Q
0,A,0.4298,A,B,E,5.42942,E,E,8.115938,E
0,B,0.9149,D,A,E,8.18998,F,I,14.30123,R
1,A,0.4306,C,A,A,9.11649,B,D,56.76649,N
1,B,0.2455,A,C,A,1.81484,E,F,67.24416,Q
1,A,0.9046,B,B,C,4.50502,F,B,31.85856,A
1,A,0.0948,A,A,A,5.06109,A,I,2.367902,P
0,A,0.8934,C,B,A,1.35982,D,D,95.41981,R
1,B,0.9671,C,C,A,9.26808,A,D,38.50464,T
0,B,0.5183,B,C,C,0.48107,C,I,59.36317,D
1,B,0.1701,B,C,A,0.36512,F,J,87.32443,J
1,B,0.8964,A,B,A,7.60951,C,F,87.40890,Q
1,A,0.0685,D,B,C,1.99865,A,C,55.76390,Q
1,B,0.9993,C,B,C,3.01699,F,J,65.78931,K
1,A,0.9631,A,B,E,7.12471,C,A,29.60956,Q
1,B,0.0403,A,B,B,6.29098,F,E,47.15114,N
1,B,0.1800,A,B,A,0.97758,D,E,7.398010,A
1,B,0.3634,C,C,A,5.06528,A,B,59.61364,S
1,B,0.9415,B,A,E,1.41099,D,B,39.86955,H
1,B,0.1990,C,B,E,2.13162,F,A,35.04115,F
0,A,0.3147,A,B,A,6.23838,A,G,30.30175,H
1,A,0.3009,D,B,C,9.93334,A,G,91.57841,I
1,A,0.4007,B,B,A,2.10530,D,A,71.73523,Q
0,B,0.4446,B,A,C,5.17165,B,H,16.27260,A
1,B,0.3868,D,C,B,6.74567,D,B,24.49325,S
1,B,0.1760,C,B,A,8.31713,B,A,76.15176,K
1,B,0.9543,C,A,A,9.17851,A,I,30.14950,S
0,A,0.7501,D,A,B,2.02934,B,I,82.95690,H
0,A,0.7564,A,A,A,1.73848,C,I,75.75457,L
1,A,0.4027,A,A,A,6.65577,C,I,98.97589,C
0,B,0.2349,C,B,C,4.35654,F,C,65.74506,C
0,B,0.0176,C,A,D,0.01837,E,I,6.351609,O
1,B,0.4915,A,B,A,3.58667,D,H,71.05807,I
1,A,0.2461,C,A,E,8.78624,E,I,98.89072,H
1,A,0.3083,B,A,A,4.84607,D,I,0.784093,P
1,B,0.6029,B,A,D,0.16767,C,I,20.46760,M
0,B,0.1955,B,B,A,1.40784,B,D,58.21298,K
0,A,0.4928,C,B,C,7.40307,E,I,13.21208,O
0,A,0.4240,A,B,A,0.85638,A,C,20.88904,F
0,B,0.1227,A,A,A,6.11510,D,G,44.40279,G
0,B,0.9757,B,B,E,6.49975,F,C,75.66629,Q
0,B,0.1908,C,A,A,7.84632,F,J,33.38407,S
0,B,0.3757,B,B,A,1.59209,E,B,17.82002,I
1,B,0.5620,B,C,A,8.00290,F,D,36.57470,P
1,A,0.0758,A,B,C,8.29316,E,B,91.49904,H
1,A,0.2573,A,B,C,6.53532,C,D,7.292557,Q
0,B,0.8918,A,A,A,3.07738,D,I,76.91401,C
0,B,0.7810,A,B,E,1.92923,F,B,70.55180,D
0,A,0.7985,A,C,C,6.28213,D,B,73.09313,L
0,A,0.8251,A,B,A,3.24336,F,D,70.21630,B
1,A,0.1924,A,C,A,3.48019,C,D,73.75398,O
0,B,0.2854,B,A,A,4.74210,F,D,88.82211,S
1,B,0.8436,A,B,E,9.92536,E,F,51.02516,K
0,B,0.6482,A,C,A,1.89338,A,I,62.05740,A
0,B,0.1083,A,B,A,1.08456,D,C,12.24560,H
1,B,0.5725,B,B,A,8.56842,F,B,88.99109,P
1,A,0.2224,D,A,C,7.57981,C,B,78.17025,C
0,A,0.8947,A,A,E,4.17762,E,H,97.05475,R
0,B,0.2227,A,A,B,6.01799,A,I,70.91427,M
1,A,0.2816,C,A,C,8.54728,F,A,29.82114,H
0,A,0.5200,A,B,C,7.42495,B,B,19.21326,R
1,A,0.3207,A,B,A,1.10259,F,E,47.30351,K
1,A,0.1960,C,B,A,3.32659,A,B,71.40267,N
0,B,0.4703,B,B,A,4.61149,B,E,7.178262,H
1,B,0.2863,B,B,A,1.72757,F,F,16.46522,R
1,B,0.6468,C,B,A,0.80898,C,D,19.46638,P
1,B,0.2612,A,B,E,5.18104,C,I,62.73069,L
0,B,0.9717,C,A,E,5.94420,B,B,93.11147,E
1,A,0.5588,B,B,C,3.61540,F,F,14.78357,T
1,A,0.0186,D,A,B,5.51047,D,A,75.74338,H
1,A,0.3744,C,B,E,2.24178,E,B,60.51730,F
0,A,0.4912,A,A,A,0.05937,D,E,13.72825,K
1,B,0.8586,A,C,C,2.81775,B,D,74.69616,T
1,A,0.3146,A,B,C,7.14960,E,H,40.98635,F
1,B,0.0368,A,B,D,3.10142,B,I,27.66532,E
0,A,0.1446,A,B,A,2.68139,D,B,59.61802,G
0,B,0.0829,A,A,A,7.45125,E,D,45.32610,L
0,A,0.9550,B,A,B,7.52086,A,D,62.74946,B
0,B,0.1637,D,A,A,9.10210,F,B,50.44137,O
0,A,0.9614,C,A,C,3.02258,A,I,66.21892,O
0,B,0.9573,C,B,A,9.38826,D,B,27.51978,A
1,B,0.3727,A,B,A,0.29641,C,I,10.53195,N
1,B,0.8765,C,A,D,3.14615,F,I,46.48450,T
0,A,0.5241,B,B,A,5.02062,B,B,38.40397,J
0,B,0.8373,C,C,A,4.55348,E,C,82.74809,L
0,B,0.9752,C,B,A,2.23815,F,E,82.87343,G
1,B,0.2830,C,B,E,1.55465,A,H,15.97883,J
0,B,0.1898,A,B,E,0.47770,F,B,49.33811,H
1,A,0.7131,A,B,C,2.65705,C,F,16.75486,M
1,A,0.6051,B,A,A,1.98424,B,B,12.31574,P
0,B,0.0730,B,A,B,1.58081,C,D,16.98566,K
0,B,0.0869,C,B,B,8.18228,B,F,85.16263,J
0,B,0.6147,A,B,E,1.22392,A,H,75.33734,N
0,A,0.7041,A,B,A,3.16419,C,D,66.94910,J
0,A,0.2572,A,B,A,3.78155,E,I,52.34395,N
0,B,0.2088,A,A,C,3.41804,C,F,93.39250,K
1,A,0.4478,B,C,A,0.78005,D,D,67.95422,C
1,B,0.1407,D,B,C,1.98184,D,E,67.93438,A
0,B,0.1120,B,C,A,5.41793,F,I,98.51550,S
1,B,0.0354,D,B,A,7.44358,D,F,70.46568,F
0,A,0.3910,C,B,A,7.16651,A,C,45.05613,P
0,A,0.2655,B,A,A,3.58957,D,J,24.56191,A
0,A,0.5501,A,A,A,1.86994,E,E,95.20116,R
1,B,0.4077,A,B,A,3.18275,D,B,12.83239,K
0,A,0.9564,A,A,A,4.43879,D,H,74.51448,H
0,A,0.2840,A,B,A,2.90421,E,B,67.64078,N
1,B,0.1055,B,A,A,5.34279,B,B,73.73862,J
1,A,0.3680,A,B,A,4.49242,B,J,33.71976,F
0,B,0.0935,B,B,E,1.24813,E,I,56.38686,I
1,B,0.7025,D,B,A,3.59728,F,D,11.80868,G
0,A,0.7297,B,B,C,7.25463,E,J,30.87476,H
1,B,0.1200,B,B,A,5.73598,B,C,96.50098,O
0,B,0.0590,C,B,A,8.03706,A,D,47.43124,J
0,A,0.2951,C,B,A,2.43672,C,B,75.76769,K
1,B,0.7157,A,A,B,6.11461,F,F,26.04790,R
0,A,0.1368,A,C,A,7.95748,D,F,56.34186,P
0,B,0.3774,A,B,A,6.09873,B,B,23.02491,K
0,A,0.1973,C,A,C,8.21267,D,C,58.31409,I
1,A,0.6767,D,A,D,3.34409,E,B,9.303807,F
1,B,0.8150,A,B,E,3.30877,D,G,86.00580,H
1,B,0.0471,A,A,A,5.02653,A,I,35.21060,I
1,A,0.2440,D,A,C,1.09049,D,E,50.64584,R
1,A,0.3468,A,A,E,1.14670,C,B,40.14253,F
1,B,0.6534,A,C,A,4.83615,D,F,36.88020,F
1,B,0.4230,D,B,A,6.41084,F,B,27.82867,G
1,B,0.0881,B,A,A,3.30371,D,D,84.03462,J
1,B,0.3893,B,A,E,2.10180,F,D,19.65920,J
1,B,0.1653,C,B,E,7.92343,D,B,1.984334,A
0,A,0.1291,A,B,B,4.60218,E,B,6.735959,L
1,A,0.5801,B,B,A,4.92759,A,A,26.01872,J
1,B,0.5891,A,B,A,1.84591,B,I,36.35118,E
1,A,0.5260,A,B,E,8.03670,B,E,79.20244,B
0,B,0.9307,B,B,B,0.87939,C,G,36.28525,J
1,A,0.0818,C,A,A,0.73109,B,E,93.22001,A
1,B,0.6356,A,B,A,6.48702,B,E,52.06196,A
1,A,0.4857,A,B,A,9.27487,C,I,35.07902,E
0,A,0.9852,C,A,D,4.41943,A,D,83.68038,K
0,A,0.5930,B,A,A,5.40596,C,C,95.33407,K
0,B,0.7697,A,C,A,9.78320,D,G,86.69507,N
1,A,0.8773,D,B,A,5.11709,C,C,62.25329,J
1,B,0.9243,A,B,E,4.17488,A,C,29.19287,O
0,B,0.2517,A,A,B,3.40350,E,I,22.26887,L
0,B,0.4478,B,A,A,6.39674,F,G,19.13094,O
1,B,0.9787,A,C,B,4.24712,C,B,83.19817,L
0,B,0.1287,A,C,C,2.16052,B,D,8.699179,Q
1,A,0.0780,B,A,B,2.81431,A,I,44.24279,R
1,B,0.2846,A,B,C,2.17008,E,B,99.59610,A
0,A,0.2437,B,B,E,4.04073,D,D,92.99892,D
1,B,0.5085,B,C,A,9.45473,A,G,98.08326,Q
0,B,0.6836,D,A,E,9.35133,F,B,29.55273,F
0,B,0.1415,B,B,E,6.73261,C,A,28.27215,P
1,B,0.4818,A,A,C,0.49247,C,E,2.185751,M
0,B,0.6984,D,B,A,6.62593,B,E,26.86406,E
1,B,0.4988,C,B,E,0.16861,D,E,98.52164,C
0,B,0.9006,A,B,A,5.06595,F,I,90.52072,M
1,A,0.4992,A,B,A,3.75051,A,B,63.68654,N
1,B,0.8795,D,A,C,7.34581,B,B,2.975347,B
0,B,0.5643,A,B,A,3.85352,D,C,17.11483,O
0,A,0.2572,A,A,C,9.65175,E,E,10.51691,Q
0,B,0.8696,B,B,A,1.04346,D,I,11.12851,F
0,A,0.6599,C,B,C,7.29172,E,D,60.10609,L
1,B,0.7126,A,B,B,8.42692,D,B,97.42984,M
0,A,0.3031,A,A,B,8.71935,F,C,11.31025,R
0,B,0.7902,B,B,E,4.71672,C,B,78.52816,I
1,A,0.4613,A,A,A,4.09798,C,D,53.68487,J
1,A,0.1997,D,B,C,0.44955,E,F,77.00960,D
0,A,0.1237,A,A,C,8.48586,E,J,94.12300,G
0,B,0.3467,C,B,D,8.71660,D,I,42.60221,O
1,B,0.9853,A,B,B,9.31841,B,D,69.43920,O
1,A,0.2961,A,B,A,8.44087,C,I,49.86199,P
0,B,0.0703,A,B,E,1.04269,D,E,59.24674,Q
1,A,0.9749,A,B,A,7.76352,B,C,32.79377,I
0,A,0.8911,C,B,B,8.59665,E,E,23.30649,S
0,B,0.6484,C,B,A,2.51154,E,G,32.36662,E
1,A,0.4962,A,B,A,3.94665,D,F,80.95729,M
1,B,0.2605,B,B,E,9.67169,B,B,89.53340,P
1,B,0.7499,C,B,A,9.42894,D,B,9.911144,O
1,B,0.7262,B,B,C,2.51837,C,D,1.630293,G
1,A,0.8700,A,C,A,4.74017,B,G,13.08395,R
1,A,0.0602,D,B,C,8.48113,D,A,1.177657,F
0,B,0.5745,A,A,B,0.79289,C,I,81.41949,A
0,B,0.8292,A,B,C,4.20507,F,B,66.68083,N
1,A,0.1831,A,B,A,9.06017,E,D,6.824779,B
1,B,0.9698,B,B,A,0.49711,A,G,66.85266,O
0,B,0.9852,B,C,A,7.79482,D,B,52.40974,P
1,A,0.1838,C,B,C,6.77466,C,E,19.43856,O
1,B,0.9172,A,B,A,7.19996,F,B,58.78786,M
1,A,0.1125,B,C,C,8.82120,E,E,31.83464,J
0,B,0.2902,B,C,A,3.02333,F,E,14.66993,O
0,A,0.1960,C,B,A,5.32290,C,E,65.14895,M
1,B,0.9468,C,B,D,7.54938,C,H,46.47018,P
1,B,0.6089,B,B,E,3.59191,E,J,81.52895,O
0,B,0.7106,B,A,E,5.70461,D,B,23.11206,F
0,B,0.0741,A,B,E,1.53741,B,D,53.15835,A
0,A,0.5473,B,A,C,4.00267,B,H,80.96672,F
1,B,0.1966,A,A,C,5.50294,F,B,44.00260,R
0,A,0.6108,B,B,D,1.46421,F,J,34.74075,F
1,A,0.3905,B,A,C,6.83106,C,A,3.769241,N
1,A,0.2217,C,C,A,5.90499,E,G,64.25503,I
1,B,0.6099,B,A,C,5.50431,E,E,70.17966,T
1,A,0.8633,D,B,A,0.77851,E,D,1.970066,A
1,A,0.5219,B,B,A,9.77617,D,D,5.839814,P
1,B,0.4318,C,B,A,0.13561,D,I,30.86883,J
0,B,0.1411,B,A,A,5.45203,A,F,24.07072,N
1,A,0.0397,A,B,A,0.56120,E,I,92.32484,M
1,B,0.9258,D,A,C,5.30505,E,I,60.27382,T
0,A,0.9479,D,B,A,6.26178,D,B,60.79866,J
1,B,0.1090,B,B,E,6.59283,D,I,90.13702,J
1,A,0.5707,D,A,A,1.52338,C,B,86.22295,T
1,A,0.0166,B,A,A,0.92917,F,B,27.26827,H
1,B,0.0134,B,B,A,2.58216,A,G,24.57824,M
1,A,0.5516,A,A,D,6.69923,F,I,35.77390,K
1,B,0.2546,C,A,E,3.89792,C,B,90.96758,F
1,B,0.4210,B,B,A,7.50130,E,E,63.02334,B
1,B,0.7390,B,B,A,4.35635,C,C,95.71530,C
0,B,0.7511,A,B,B,8.20164,E,G,29.99853,P
0,B,0.6866,B,B,C,9.60709,C,C,94.34441,G
0,A,0.7949,B,A,A,7.01555,C,C,35.24515,N
1,B,0.5009,B,A,A,8.00112,F,I,83.33502,F
0,A,0.9660,B,B,B,0.12934,E,B,17.50121,E
0,A,0.8646,A,C,C,6.96409,B,C,68.91270,N
0,A,0.5967,A,B,E,4.31999,B,H,35.24218,N
0,A,0.6542,A,A,A,3.97222,E,C,75.68062,K
0,B,0.5886,B,B,A,9.89384,F,B,63.15234,K
0,B,0.8679,B,B,E,1.89024,D,E,60.97913,N
1,B,0.3290,B,B,A,9.83091,B,D,48.73467,C
1,B,0.1939,A,B,A,2.57195,B,G,12.49936,L
1,B,0.7731,C,B,E,8.98890,C,B,83.22432,O
0,B,0.9243,D,B,E,3.09814,C,I,30.89865,L
1,B,0.4868,A,A,A,1.90866,E,I,11.59047,D
0,A,0.1614,B,B,C,9.40511,B,E,61.84274,I
0,A,0.3069,D,B,A,5.58741,C,I,25.55869,M
0,B,0.9526,A,B,C,5.04037,D,G,80.30120,N
1,B,0.6404,B,B,C,8.35411,E,B,48.38841,P
1,B,0.4528,D,B,B,3.59254,B,J,91.15011,P
0,B,0.2619,A,B,E,6.34173,C,G,32.73451,O
0,B,0.0188,D,B,A,0.24739,E,I,75.48004,R
0,A,0.4782,C,B,A,9.02033,B,G,48.72397,O
1,B,0.9587,A,B,C,2.96500,D,E,74.14750,T
1,A,0.6418,D,B,A,4.97256,B,B,42.19694,O
0,B,0.6609,D,B,C,6.28747,D,D,37.11882,S
1,B,0.2569,C,B,E,2.48659,D,D,15.25350,J
0,B,0.8773,A,B,B,4.84054,A,D,39.99832,E
1,A,0.0787,A,B,A,0.47410,C,B,33.10016,C
1,A,0.6830,C,B,A,1.97284,A,B,59.86098,E
0,B,0.8124,B,B,A,7.25820,E,D,25.78503,H
0,B,0.6263,B,B,A,4.05948,D,G,20.69997,B
1,B,0.2602,C,B,A,6.13497,C,A,54.19373,D
0,B,0.7670,B,B,A,7.91349,D,I,2.250514,B
1,A,0.0842,D,B,C,9.32747,B,A,94.32664,Q
0,B,0.5207,A,C,A,3.52283,D,H,87.43483,L
0,A,0.7132,A,B,A,2.70083,B,B,63.41829,S
0,A,0.8731,B,A,A,6.11885,C,B,89.17318,N
0,A,0.2133,D,B,A,1.21360,C,C,76.27041,O
1,A,0.1076,A,B,A,3.96860,F,A,30.53332,M
0,B,0.0797,D,B,A,2.09015,D,C,11.85346,B
0,A,0.8865,D,A,A,1.24896,E,I,19.66774,P
1,B,0.8934,C,B,B,5.93253,E,E,46.28292,B
1,B,0.2227,B,A,E,3.61819,D,B,87.16837,E
1,B,0.8949,A,B,A,2.21857,C,C,12.66042,A
0,B,0.1227,D,C,A,6.79813,D,F,9.251024,P
0,A,0.0067,A,B,E,4.66580,E,F,76.98103,R
0,A,0.1041,A,B,A,2.43948,D,F,10.15130,D
0,B,0.1566,C,A,E,3.15464,A,D,74.97560,I
0,B,0.9344,C,B,E,0.88043,D,F,21.24847,I
0,B,0.6434,C,B,B,2.17617,F,B,85.57380,J
1,A,0.4238,A,B,C,4.37164,F,B,25.58449,S
1,B,0.7942,A,C,B,0.39861,C,I,29.25323,M
0,A,0.7946,C,C,A,4.84407,B,E,63.79955,B
0,B,0.2340,A,C,D,9.38777,C,I,26.62952,O
0,B,0.8181,A,B,E,4.11188,C,E,32.37109,C
0,B,0.0321,D,B,A,8.42747,D,A,52.38782,C
0,A,0.7642,A,A,A,9.20859,B,B,67.03966,E
0,B,0.5245,C,A,A,1.61988,D,C,32.75973,P
1,B,0.2453,B,A,A,4.61829,E,C,15.39682,K
0,A,0.4026,C,A,A,7.67432,C,H,8.738781,L
0,B,0.9857,A,B,A,6.31777,C,H,1.943258,R
1,A,0.1710,C,C,A,5.00793,D,C,33.63429,A
1,B,0.0600,C,B,A,6.35878,D,C,52.79835,R
1,A,0.3710,C,B,A,7.20103,C,B,27.07557,F
0,B,0.7313,B,B,A,7.52844,B,I,43.13491,B
0,A,0.4658,C,B,A,3.46719,C,I,0.487945,K
1,A,0.5220,B,A,A,1.28212,F,B,83.06206,M
1,A,0.9691,A,C,A,6.51009,C,E,53.51350,F
1,B,0.2497,A,B,C,0.90376,B,D,15.50722,L
0,B,0.4458,C,B,C,5.51899,D,G,73.53001,A
1,B,0.7637,D,B,B,6.81414,B,F,72.45949,J
0,A,0.8430,C,C,C,7.73356,F,I,4.179490,T
0,B,0.3268,A,B,E,9.84767,D,J,87.36770,R
0,B,0.5628,C,A,E,2.01735,C,I,73.28369,T
0,B,0.3101,C,A,E,7.92775,C,F,32.03392,R
0,B,0.8672,D,B,C,3.23906,A,D,15.30551,N
0,A,0.2909,D,B,A,9.38695,D,F,70.03423,O
1,B,0.5718,A,B,A,8.72019,A,B,45.53846,K
1,A,0.8856,D,B,D,5.05161,C,F,6.353254,Q
1,A,0.9632,C,B,A,8.47251,F,B,5.738443,K
0,B,0.2868,D,A,C,4.08923,C,H,65.88164,A
1,A,0.6858,A,A,A,0.76207,F,E,58.58155,S
0,B,0.2808,A,B,A,7.27444,D,B,72.67964,R
1,A,0.3447,D,B,A,3.90745,D,I,78.39520,H
1,B,0.6905,B,B,D,4.51934,B,E,90.50589,K
0,B,0.1368,A,B,C,1.41492,B,H,17.76107,A
1,A,0.1058,C,B,C,2.61647,D,J,81.86814,N
1,B,0.7003,C,C,E,7.41582,F,D,65.91756,B
0,B,0.9832,C,B,A,1.52656,D,I,23.39624,D
0,B,0.2184,B,B,A,4.85189,D,E,49.79636,G
